TARGET,AMOUNT GRANTED,LOAN OUTSTANDING,CYCLE,AGE,GENDER,DEPENDANTS,HOME YEARS,BUS YEARS,CASHFLOW,COLLATERAL,CF TO LOAN,MOP_PDC,MOP_WALK-IN,MARITAL STATUS,COLL TO LOAN
1.0,100000.0,61049.05,6.0,29.0,1,0.0,8.0,4.0,349752.11,167500.0,3.5,1,0,0,1.675
1.0,100000.0,76381.68,12.0,40.0,0,1.0,25.0,3.0,197181.44,44500.0,1.97,0,1,0,0.445
1.0,50000.0,46043.18,3.0,41.0,0,4.0,12.0,18.0,71265.67,200000.0,1.43,0,1,1,4.0
1.0,70000.0,57024.21,5.0,64.0,0,0.0,18.0,18.0,84972.19,70325.0,1.21,0,1,1,1.0046428571428572
1.0,150000.0,127379.47,1.0,46.0,0,1.0,46.0,19.0,404958.09,500000.0,2.7,1,0,0,3.3333333333333335
1.0,300000.0,300000.0,22.0,34.0,1,0.0,24.0,12.0,566007.23,170000.0,1.89,0,1,0,0.5666666666666667
1.0,150000.0,79231.24,2.0,48.0,0,2.0,6.0,12.0,274714.63,204000.0,1.83,0,1,1,1.36
0.0,50000.0,17560.74,1.0,37.0,0,4.0,15.0,10.0,80240.08,70000.0,1.6,0,1,1,1.4
0.0,18106.94,14909.04,2.0,49.0,0,1.0,6.0,8.0,135532.36,60000.0,7.49,1,0,1,3.3136465907547055
0.0,50000.0,23346.12,2.0,59.0,1,1.0,22.0,10.0,125769.49,70325.0,2.52,1,0,1,1.4065
1.0,50000.0,40731.57,3.0,42.0,1,6.0,3.0,3.0,194887.27,89000.0,3.9,1,0,1,1.78
1.0,200000.0,200000.0,3.0,56.0,1,2.0,6.0,33.0,213984.18,204000.0,1.07,1,0,1,1.02
1.0,80000.0,41178.55,3.0,46.0,0,4.0,3.0,3.0,181920.78,120000.0,2.27,1,0,1,1.5
1.0,150000.0,97660.42,4.0,32.0,1,1.0,31.0,15.0,185065.49,70325.0,1.23,1,0,0,0.4688333333333333
1.0,80000.0,80000.0,17.0,61.0,0,1.0,26.0,22.0,91056.1,70325.0,1.14,1,0,1,0.8790625
1.0,100000.0,70312.64,7.0,43.0,0,4.0,17.0,16.0,194258.03,60000.0,1.94,0,1,1,0.6
1.0,50000.0,50000.0,7.0,34.0,1,2.0,19.0,4.0,105626.69,57000.0,2.11,0,1,1,1.14
1.0,100000.0,70340.42,5.0,41.0,0,2.0,10.0,2.0,422586.15,148991.0,4.23,0,1,1,1.48991
0.0,250000.0,173907.33,2.0,32.0,1,3.0,31.0,4.0,483422.31,2750000.0,1.93,1,0,1,11.0
1.0,100000.0,31829.37,9.0,53.0,0,1.0,5.0,5.0,140441.75,70325.0,1.4,1,0,0,0.70325
0.0,50000.0,33522.17,1.0,32.0,0,2.0,29.0,4.0,349980.31,401000.0,7.0,1,0,1,8.02
1.0,150000.0,114572.56,14.0,33.0,1,3.0,12.0,7.0,160862.82,80000.0,1.07,0,0,1,0.5333333333333333
1.0,100000.0,51880.51,16.0,61.0,0,0.0,13.0,23.0,115208.26,70325.0,1.15,1,0,0,0.70325
1.0,50000.0,24324.89,2.0,32.0,0,3.0,16.0,7.0,59699.24,34500.0,1.19,0,1,1,0.69
1.0,50000.0,40731.57,1.0,33.0,0,2.0,3.0,4.0,183618.19,100000.0,3.67,1,0,0,2.0
1.0,100000.0,34610.61,2.0,28.0,0,3.0,10.0,3.0,194040.23,216000.0,1.94,1,0,1,2.16
0.0,60000.0,11271.05,2.0,54.0,0,3.0,12.0,7.0,84006.68,59500.0,1.4,1,0,1,0.9916666666666667
0.0,22009.01,9514.53,14.0,41.0,0,3.0,40.0,4.0,325203.46,150000.0,14.78,1,0,1,6.815390605938205
1.0,200000.0,97299.48,11.0,41.0,0,1.0,12.0,12.0,512765.33,300000.0,2.56,0,1,1,1.5
0.0,74093.53,36554.12,2.0,35.0,0,0.0,11.0,3.0,249509.25,70325.0,3.37,1,0,0,0.9491382041050008
0.0,50000.0,8090.53,2.0,30.0,1,1.0,27.0,10.0,99869.6,42467.0,2.0,1,0,0,0.84934
1.0,130000.0,130000.0,14.0,41.0,0,3.0,40.0,4.0,325203.46,150000.0,2.5,1,0,1,1.1538461538461537
1.0,200000.0,71944.64,5.0,37.0,0,3.0,4.0,3.0,384053.71,103000.0,1.92,1,0,1,0.515
1.0,200000.0,140680.9,20.0,62.0,0,2.0,16.0,31.0,300665.05,150000.0,1.5,1,0,1,0.75
1.0,300000.0,183491.2,10.0,36.0,1,2.0,3.0,3.0,467333.23,416000.0,1.56,1,0,1,1.3866666666666667
1.0,136240.46,104986.23,5.0,41.0,0,2.0,23.0,4.0,305206.95,120000.0,2.24,1,0,1,0.8807956168086926
1.0,70000.0,34054.78,9.0,52.0,0,1.0,24.0,8.0,155257.78,70000.0,2.22,0,1,1,1.0
1.0,50000.0,50000.0,10.0,51.0,0,1.0,25.0,20.0,66785.31,50000.0,1.34,1,0,0,1.0
1.0,100000.0,27210.4,10.0,64.0,1,2.0,13.0,7.0,317993.96,70325.0,3.18,1,0,1,0.70325
1.0,100000.0,59695.71,4.0,41.0,1,2.0,3.0,3.0,202456.43,70325.0,2.02,0,1,0,0.70325
0.0,7839.06,7602.85,2.0,40.0,1,4.0,24.0,3.0,306905.23,70325.0,2.06,0,1,1,8.971101126920829
1.0,150000.0,49341.74,6.0,46.0,1,5.0,46.0,5.0,210646.89,35000.0,1.4,0,1,1,0.23333333333333334
1.0,100000.0,32032.69,3.0,46.0,0,2.0,5.0,5.0,233436.83,99000.0,2.33,1,0,1,0.99
1.0,300000.0,203715.49,8.0,62.0,1,2.0,6.0,6.0,342175.68,250000.0,1.14,1,0,0,0.8333333333333334
0.0,76907.79,72953.88,1.0,29.0,1,1.0,3.0,3.0,344450.69,110000.0,4.48,1,0,1,1.4302842403870923
0.0,78684.18,56724.3,3.0,46.0,0,2.0,28.0,8.0,314571.36,210000.0,4.0,1,0,1,2.668897356495296
1.0,300000.0,300000.0,11.0,48.0,0,1.0,13.0,6.0,377037.71,106350.0,1.26,0,1,1,0.3545
1.0,130000.0,130000.0,11.0,38.0,0,0.0,8.0,8.0,680440.77,69000.0,5.23,1,0,0,0.5307692307692308
1.0,120000.0,37892.85,3.0,37.0,0,2.0,29.0,5.0,291650.26,399000.0,2.43,1,0,1,3.325
1.0,50000.0,50000.0,2.0,58.0,1,1.0,1.0,20.0,284601.04,70325.0,5.69,1,0,1,1.4065
0.0,80000.0,29423.03,1.0,45.0,1,1.0,15.0,12.0,403555.65,70325.0,5.04,1,0,1,0.8790625
0.0,150000.0,16207.95,8.0,33.0,0,4.0,27.0,8.0,900225.34,200000.0,6.0,0,1,0,1.3333333333333333
0.0,50000.0,25797.26,1.0,44.0,0,3.0,2.0,2.0,69961.49,70325.0,1.4,1,0,1,1.4065
1.0,300000.0,145949.17,7.0,44.0,0,0.0,16.0,9.0,1456329.89,1000000.0,4.85,1,0,1,3.3333333333333335
1.0,150000.0,72974.6,3.0,53.0,0,2.0,20.0,16.0,303152.86,203000.0,2.02,0,1,0,1.3533333333333333
0.0,43376.98,30773.05,2.0,43.0,0,3.0,20.0,14.0,136639.48,70325.0,3.15,0,1,0,1.621251640847288
1.0,100000.0,77059.49,4.0,48.0,0,3.0,29.0,9.0,213660.87,50000.0,2.14,0,1,1,0.5
1.0,200000.0,103761.12,18.0,44.0,1,0.0,5.0,5.0,841259.18,150000.0,4.21,0,1,0,0.75
1.0,300000.0,136840.42,17.0,60.0,1,4.0,18.0,16.0,454634.2,250000.0,1.52,1,0,1,0.8333333333333334
0.0,37971.94,27891.61,8.0,44.0,0,2.0,15.0,17.0,117174.99,166666.67,3.09,0,1,1,4.389206082175417
1.0,300000.0,288791.22,17.0,39.0,0,0.0,7.0,7.0,627264.35,500000.0,2.09,1,0,0,1.6666666666666667
0.0,32283.88,18342.08,3.0,48.0,0,3.0,18.0,8.0,109471.5,60000.0,3.39,1,0,1,1.8585126694808678
1.0,230000.0,154346.56,6.0,42.0,1,2.0,10.0,2.0,378350.04,100000.0,1.65,1,0,1,0.43478260869565216
1.0,80000.0,51394.79,8.0,38.0,0,4.0,4.0,5.0,187560.29,117000.0,2.34,0,1,1,1.4625
1.0,100000.0,81533.22,1.0,43.0,1,3.0,15.0,15.0,116764.09,200000.0,1.17,0,1,1,2.0
1.0,100000.0,32905.47,5.0,55.0,0,3.0,3.0,3.0,341422.74,120000.0,3.41,0,1,1,1.2
1.0,150000.0,89543.61,14.0,47.0,0,2.0,17.0,17.0,210853.22,286166.67,1.41,0,1,1,1.9077777999999999
1.0,100000.0,34610.61,2.0,29.0,0,0.0,4.0,5.0,302011.33,351000.0,3.02,1,0,0,3.51
1.0,100000.0,77059.49,3.0,49.0,1,2.0,15.0,15.0,208289.16,53066.67,2.08,0,1,1,0.5306666999999999
1.0,60000.0,30846.37,7.0,55.0,0,3.0,14.0,13.0,110496.52,50000.0,1.84,0,1,1,0.8333333333333334
1.0,60000.0,20766.37,8.0,41.0,1,1.0,10.0,5.0,79317.61,50000.0,1.32,0,1,0,0.8333333333333334
1.0,45847.84,14438.17,1.0,29.0,1,1.0,3.0,5.0,153047.17,70325.0,2.2409820585457982,0,1,1,1.5338781499848195
0.0,33792.49,12505.42,5.0,39.0,1,4.0,8.0,8.0,172429.59,28800.0,5.1,0,1,1,0.8522603690938431
1.0,126882.36,97774.9,11.0,36.0,0,2.0,4.0,6.0,496067.27,230000.0,3.91,1,0,0,1.8127027271560838
1.0,300000.0,207383.2,4.0,48.0,0,2.0,20.0,4.0,367859.37,200000.0,1.23,1,0,0,0.6666666666666666
1.0,60000.0,60000.0,14.0,47.0,0,3.0,24.0,24.0,79602.87,70000.0,1.33,0,1,1,1.1666666666666667
1.0,100000.0,37182.29,20.0,46.0,1,1.0,12.0,12.0,416928.27,300000.0,4.17,0,1,0,3.0
1.0,300000.0,133320.55,24.0,61.0,0,2.0,34.0,20.0,310611.57,70325.0,1.04,0,1,1,0.23441666666666666
1.0,300000.0,203715.49,25.0,56.0,0,0.0,34.0,18.0,383566.61,200000.0,1.28,1,0,0,0.6666666666666666
1.0,100000.0,19962.18,11.0,57.0,1,2.0,30.0,4.0,154081.67,70325.0,1.54,0,1,1,0.70325
1.0,80000.0,56272.34,5.0,50.0,0,4.0,18.0,10.0,148194.88,22500.0,1.85,0,1,1,0.28125
1.0,100000.0,39288.6,9.0,43.0,1,1.0,15.0,15.0,481263.28,70325.0,4.81,1,0,1,0.70325
1.0,50000.0,33952.57,11.0,57.0,0,1.0,9.0,8.0,0.0,0.0,2.2409820585457982,1,0,1,0.0
1.0,50000.0,50000.0,2.0,44.0,1,3.0,35.0,3.0,105895.23,125000.0,2.12,0,1,1,2.5
1.0,300000.0,174271.14,17.0,64.0,0,3.0,17.0,35.0,373811.4,245000.0,1.25,1,0,0,0.8166666666666667
1.0,200000.0,136772.31,17.0,51.0,0,0.0,9.0,4.0,308049.46,80000.0,1.54,0,1,0,0.4
1.0,100000.0,69127.71,11.0,40.0,0,1.0,8.0,13.0,937640.08,30333.33,9.38,0,1,0,0.30333330000000003
1.0,60000.0,27368.1,3.0,47.0,1,3.0,9.0,8.0,209306.81,142500.0,3.49,0,1,1,2.375
1.0,70000.0,53227.73,1.0,47.0,0,2.0,10.0,10.0,195716.75,93200.0,2.8,1,0,0,1.3314285714285714
1.0,150000.0,61826.71,2.0,37.0,1,1.0,9.0,2.0,224570.85,220000.0,1.5,1,0,1,1.4666666666666666
1.0,70000.0,47533.6,20.0,48.0,0,3.0,11.0,6.0,213202.62,40000.0,3.05,0,1,0,0.5714285714285714
0.0,150000.0,87074.87,1.0,28.0,0,1.0,3.0,5.0,153047.17,70325.0,2.2409820585457982,0,1,1,0.4688333333333333
0.0,39426.54,22524.53,12.0,29.0,0,1.0,3.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,1,1.7836969716338282
1.0,150000.0,144395.61,30.0,61.0,0,1.0,35.0,30.0,192867.21,30000.0,1.29,0,1,1,0.2
1.0,100000.0,67905.15,3.0,42.0,0,1.0,20.0,16.0,165178.36,100000.0,1.65,1,0,1,1.0
1.0,150000.0,72974.6,14.0,37.0,1,0.0,11.0,7.0,344869.04,70325.0,2.3,1,0,0,0.4688333333333333
1.0,300000.0,236274.22,1.0,28.0,1,2.0,3.0,3.0,153047.17,70325.0,2.2409820585457982,1,0,0,0.23441666666666666
1.0,30000.0,8050.71,4.0,40.0,1,3.0,20.0,14.0,96415.1,40000.0,3.21,0,1,0,1.3333333333333333
1.0,100000.0,62233.41,14.0,53.0,0,4.0,14.0,13.0,360816.25,250000.0,3.61,0,1,1,2.5
1.0,130000.0,35373.5,10.0,44.0,0,5.0,10.0,10.0,107854.2,90000.0,0.83,1,0,1,0.6923076923076923
1.0,120000.0,51648.66,10.0,40.0,0,0.0,22.0,9.0,139676.8,70325.0,1.16,0,1,1,0.5860416666666667
1.0,100000.0,70340.42,1.0,47.0,0,1.0,15.0,15.0,43563.63,300000.0,0.44,0,1,1,3.0
0.0,100000.0,48018.41,1.0,30.0,1,1.0,3.0,2.0,344450.69,110000.0,3.44,1,0,1,1.1
1.0,150000.0,24446.05,7.0,30.0,1,3.0,9.0,9.0,331932.32,148551.67,2.21,1,0,0,0.9903444666666668
1.0,300000.0,300000.0,21.0,48.0,0,2.0,21.0,29.0,343238.24,340000.0,1.14,1,0,1,1.1333333333333333
1.0,150000.0,48049.06,3.0,40.0,0,3.0,21.0,17.0,398168.15,200000.0,2.65,1,0,1,1.3333333333333333
1.0,280000.0,63849.22,17.0,41.0,0,0.0,25.0,11.0,417578.38,60000.0,1.49,1,0,0,0.21428571428571427
1.0,200000.0,153443.34,4.0,48.0,1,2.0,15.0,8.0,258187.09,292500.0,1.29,1,0,1,1.4625
1.0,300000.0,219335.44,19.0,54.0,0,4.0,30.0,17.0,820625.82,300000.0,2.74,0,1,1,1.0
0.0,50000.0,6658.69,5.0,30.0,1,2.0,3.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,1,1.4065
1.0,300000.0,207713.2,11.0,45.0,0,4.0,26.0,5.0,481904.15,217000.0,1.61,0,0,1,0.7233333333333334
1.0,80000.0,67877.65,1.0,57.0,0,2.0,30.0,30.0,112540.02,30000.0,1.41,1,0,1,0.375
0.0,100000.0,84088.43,1.0,31.0,1,2.0,3.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,0,0.70325
1.0,200000.0,63154.75,21.0,52.0,0,4.0,16.0,16.0,386124.76,235000.0,1.93,1,0,1,1.175
1.0,80187.6,31027.3,2.0,47.0,0,3.0,3.0,11.0,358084.98,300000.0,4.47,1,0,1,3.7412268230998307
1.0,50000.0,24324.89,2.0,51.0,0,3.0,15.0,10.0,114216.77,28600.0,2.28,0,1,1,0.572
0.0,50000.0,32327.96,2.0,52.0,0,2.0,11.0,4.0,86266.22,16700.0,1.73,0,1,1,0.334
1.0,200000.0,122098.18,25.0,54.0,0,0.0,13.0,13.0,628288.14,300000.0,3.14,1,0,0,1.5
1.0,80000.0,36490.76,4.0,60.0,1,0.0,7.0,7.0,98409.3,70325.0,1.23,1,0,1,0.8790625
1.0,150000.0,55773.46,5.0,31.0,0,0.0,2.0,4.0,220623.13,12000.0,1.47,0,1,1,0.08
1.0,100000.0,62233.41,14.0,54.0,0,0.0,15.0,8.0,143337.12,30000.0,1.43,1,0,0,0.3
1.0,150000.0,150000.0,3.0,45.0,0,3.0,10.0,15.0,188749.49,190000.0,1.26,1,0,1,1.2666666666666666
1.0,60000.0,60000.0,4.0,46.0,1,2.0,6.0,4.0,67863.84,50000.0,1.13,0,1,0,0.8333333333333334
1.0,80000.0,36490.76,5.0,56.0,0,1.0,3.0,5.0,108251.05,80950.0,1.35,0,1,1,1.011875
1.0,50000.0,38190.84,4.0,33.0,0,2.0,7.0,5.0,70893.63,20000.0,1.42,1,0,0,0.4
1.0,50000.0,33952.57,12.0,36.0,0,0.0,20.0,6.0,65000.0,50000.0,1.3,1,0,0,1.0
1.0,100000.0,31577.29,6.0,39.0,0,2.0,8.0,6.0,157382.2,73333.0,1.57,1,0,1,0.73333
1.0,150000.0,101857.76,6.0,40.0,1,4.0,31.0,8.0,176844.17,70325.0,1.18,1,0,1,0.4688333333333333
1.0,250000.0,155583.54,6.0,55.0,1,1.0,30.0,15.0,335283.0,335650.0,1.34,1,0,0,1.3426
1.0,100000.0,67905.15,3.0,25.0,0,0.0,24.0,3.0,174875.99,70325.0,1.75,1,0,0,0.70325
1.0,100000.0,67905.15,2.0,34.0,0,1.0,11.0,4.0,160020.0,93000.0,1.6,0,1,1,0.93
1.0,100000.0,34610.61,1.0,32.0,0,0.0,20.0,3.0,167928.03,393333.0,1.68,1,0,0,3.93333
1.0,170000.0,170000.0,3.0,32.0,1,0.0,20.0,10.0,204633.72,100000.0,1.2,1,0,0,0.5882352941176471
1.0,150000.0,77820.87,9.0,53.0,0,4.0,20.0,17.0,212424.38,100000.0,1.42,1,0,0,0.6666666666666666
1.0,150000.0,127270.62,13.0,59.0,0,0.0,48.0,5.0,181319.42,142200.0,1.21,0,1,1,0.948
1.0,200000.0,103761.12,5.0,61.0,0,0.0,19.0,31.0,393671.87,310000.0,1.97,1,0,0,1.55
0.0,47565.76,43808.57,5.0,32.0,1,1.0,3.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,1,1.478479477674697
1.0,150000.0,101857.76,6.0,49.0,0,3.0,11.0,5.0,103036.34,100000.0,0.69,1,0,1,0.6666666666666666
1.0,160000.0,160000.0,8.0,57.0,0,1.0,33.0,8.0,186861.99,70325.0,1.17,1,0,0,0.43953125
1.0,150000.0,150000.0,5.0,46.0,0,2.0,9.0,9.0,178734.21,157000.0,1.19,1,0,1,1.0466666666666666
1.0,75000.0,57286.26,2.0,42.0,0,4.0,5.0,10.0,108718.51,97450.0,1.45,1,0,1,1.2993333333333332
0.0,200000.0,24015.33,5.0,40.0,0,2.0,16.0,9.0,326848.46,200000.0,1.63,1,0,1,1.0
1.0,80000.0,41504.42,7.0,41.0,0,3.0,7.0,9.0,130306.74,30000.0,1.63,0,1,1,0.375
1.0,100000.0,100000.0,7.0,26.0,0,2.0,4.0,3.0,149119.57,84200.0,1.49,1,0,0,0.842
1.0,150000.0,122194.73,5.0,36.0,0,2.0,11.0,5.0,200909.76,151083.33,1.34,1,0,1,1.0072222
1.0,300000.0,300000.0,12.0,39.0,0,2.0,9.0,8.0,350247.07,270000.0,1.17,0,1,0,0.9
1.0,150000.0,68420.27,4.0,41.0,1,4.0,33.0,8.0,163421.44,109167.0,1.09,1,0,1,0.72778
1.0,50000.0,50000.0,7.0,34.0,0,1.0,6.0,6.0,103670.78,20000.0,2.07,0,1,1,0.4
1.0,150000.0,29943.43,6.0,50.0,1,3.0,21.0,4.0,151432.78,1155000.0,1.01,1,0,1,7.7
1.0,200000.0,200000.0,5.0,47.0,0,2.0,42.0,10.0,219407.08,216000.0,1.1,1,0,1,1.08
1.0,50000.0,22806.72,28.0,61.0,0,2.0,34.0,20.0,65987.82,50000.0,1.32,0,1,1,1.0
1.0,200000.0,124466.82,10.0,46.0,0,4.0,12.0,7.0,322553.94,257783.33,1.61,1,0,1,1.28891665
1.0,100000.0,76381.68,7.0,41.0,0,2.0,13.0,13.0,135107.66,88000.0,1.35,1,0,1,0.88
1.0,150000.0,127270.62,9.0,59.0,0,2.0,21.0,19.0,193701.39,163000.0,1.29,1,0,0,1.0866666666666667
1.0,200000.0,114629.39,10.0,57.0,1,1.0,11.0,8.0,231002.97,215000.0,1.16,0,1,1,1.075
1.0,150000.0,101857.76,11.0,37.0,1,1.0,6.0,5.0,155133.7,135000.0,1.03,0,1,1,0.9
1.0,200000.0,152763.4,19.0,65.0,0,2.0,65.0,16.0,203228.88,200000.0,1.02,0,1,1,1.0
1.0,100000.0,100000.0,4.0,40.0,0,3.0,15.0,5.0,114945.27,230000.0,1.15,0,1,0,2.3
1.0,150000.0,114572.56,7.0,44.0,0,0.0,18.0,5.0,188609.75,214500.0,1.26,1,0,1,1.43
1.0,200000.0,200000.0,14.0,53.0,0,2.0,13.0,4.0,283312.29,195000.0,1.42,1,0,1,0.975
1.0,100000.0,26094.3,3.0,49.0,0,4.0,15.0,15.0,169458.98,85000.0,1.69,1,0,1,0.85
1.0,80000.0,41504.42,13.0,56.0,0,4.0,5.0,8.0,126575.93,40000.0,1.58,1,0,1,0.5
1.0,80000.0,80000.0,3.0,37.0,0,3.0,5.0,3.0,81024.87,190000.0,1.01,0,1,1,2.375
1.0,80000.0,36490.76,5.0,46.0,0,3.0,9.0,9.0,117193.12,55000.0,1.46,1,0,0,0.6875
1.0,300000.0,254541.21,8.0,32.0,1,2.0,21.0,7.0,389493.87,270000.0,1.3,0,1,0,0.9
1.0,300000.0,244389.46,5.0,46.0,0,1.0,44.0,10.0,317572.68,250000.0,1.06,1,0,0,0.8333333333333334
1.0,300000.0,300000.0,21.0,61.0,1,4.0,58.0,14.0,388441.24,300000.0,1.29,1,0,1,1.0
1.0,200000.0,152763.4,6.0,40.0,1,1.0,9.0,8.0,244404.11,215000.0,1.22,1,0,0,1.075
1.0,300000.0,145949.17,12.0,39.0,1,5.0,20.0,18.0,376376.17,300000.0,1.25,1,0,0,1.0
1.0,100000.0,57314.69,8.0,41.0,0,3.0,8.0,4.0,115694.72,100000.0,1.16,1,0,1,1.0
1.0,60000.0,40743.09,22.0,34.0,0,4.0,10.0,6.0,63548.26,63000.0,1.06,1,0,0,1.05
1.0,100000.0,45613.44,8.0,42.0,1,0.0,7.0,6.0,125285.1,128514.53,1.25,1,0,0,1.2851453
1.0,50000.0,50000.0,6.0,42.0,0,3.0,40.0,17.0,54407.15,40000.0,1.09,1,0,0,0.8
1.0,150000.0,101857.76,2.0,51.0,0,3.0,9.0,11.0,202864.95,50000.0,1.35,1,0,0,0.3333333333333333
1.0,200000.0,74364.59,4.0,52.0,0,3.0,25.0,20.0,203741.31,145000.0,1.02,0,1,1,0.725
1.0,70000.0,26027.61,24.0,42.0,0,3.0,13.0,23.0,80423.78,70000.0,1.15,0,1,1,1.0
1.0,80000.0,61105.35,34.0,59.0,0,1.0,56.0,26.0,82562.02,80000.0,1.03,1,0,0,1.0
1.0,300000.0,254541.21,11.0,42.0,1,4.0,30.0,16.0,805063.89,110000.0,2.68,1,0,1,0.36666666666666664
1.0,180000.0,57658.84,5.0,28.0,1,3.0,7.0,4.0,219551.72,70325.0,1.22,1,0,0,0.39069444444444446
1.0,100000.0,67905.15,3.0,32.0,1,3.0,9.0,3.0,167833.78,70325.0,1.68,0,1,1,0.70325
0.0,28437.26,18503.87,1.0,45.0,0,3.0,13.0,13.0,52851.77,70325.0,1.86,0,1,1,2.4729879038979146
1.0,200000.0,169694.16,4.0,46.0,0,4.0,19.0,19.0,1028242.4,300000.0,5.14,1,0,1,1.5
0.0,103347.42,49193.81,1.0,41.0,1,5.0,4.0,16.0,436509.41,200000.0,4.22,1,0,1,1.935220056775486
1.0,100000.0,44513.59,2.0,33.0,1,2.0,11.0,4.0,195788.2,70325.0,1.96,1,0,0,0.70325
1.0,150000.0,115589.28,1.0,44.0,0,3.0,8.0,3.0,295327.14,300000.0,1.97,0,1,0,2.0
0.0,50000.0,25047.04,1.0,37.0,0,4.0,31.0,5.0,117620.04,100000.0,2.35,0,1,1,2.0
1.0,200000.0,169694.16,4.0,38.0,0,2.0,11.0,10.0,1001277.28,300000.0,5.01,1,0,0,1.5
1.0,200000.0,26802.0,20.0,47.0,0,1.0,26.0,26.0,293076.13,20000.0,1.47,0,1,0,0.1
1.0,50000.0,50000.0,2.0,29.0,0,1.0,7.0,7.0,157265.72,191333.33,3.15,0,1,1,3.8266666
1.0,100000.0,84847.06,12.0,48.0,1,3.0,48.0,34.0,242831.12,30000.0,2.43,0,1,1,0.3
1.0,100000.0,35904.3,2.0,39.0,0,2.0,10.0,10.0,276261.51,97400.0,2.76,1,0,1,0.974
1.0,100000.0,8825.49,2.0,45.0,1,0.0,45.0,14.0,102710.51,179100.0,1.03,1,0,1,1.791
1.0,80000.0,80000.0,2.0,40.0,1,3.0,5.0,5.0,126002.07,75000.0,1.58,1,0,1,0.9375
1.0,200000.0,161942.32,6.0,49.0,1,2.0,29.0,8.0,223555.53,1080000.0,1.12,1,0,1,5.4
1.0,150000.0,48049.06,2.0,33.0,1,1.0,13.0,4.0,259623.38,90000.0,1.73,1,0,1,0.6
1.0,140000.0,118434.48,3.0,31.0,0,2.0,11.0,3.0,230680.26,2000000.0,1.65,1,0,0,14.285714285714286
1.0,150000.0,103691.62,6.0,48.0,1,1.0,17.0,17.0,168973.11,80000.0,1.13,1,0,1,0.5333333333333333
1.0,150000.0,127270.62,7.0,47.0,1,5.0,11.0,4.0,248289.61,70325.0,1.66,1,0,1,0.4688333333333333
1.0,150000.0,123551.68,9.0,39.0,0,1.0,18.0,4.0,216894.77,96000.0,1.45,1,0,1,0.64
1.0,100000.0,69127.71,2.0,55.0,0,1.0,5.0,10.0,170105.09,22500.0,1.7,0,1,1,0.225
1.0,60000.0,46033.0,4.0,34.0,0,2.0,12.0,12.0,98913.6,70325.0,1.65,0,1,1,1.1720833333333334
1.0,100000.0,19962.18,2.0,58.0,0,3.0,33.0,20.0,168447.87,1000000.0,1.68,0,1,1,10.0
0.0,35957.84,13062.04,1.0,51.0,0,2.0,21.0,11.0,187153.12,240000.0,5.2,0,1,1,6.674483228136062
0.0,80000.0,25179.14,3.0,43.0,0,2.0,6.0,5.0,511252.5,250200.0,6.39,1,0,1,3.1275
0.0,100000.0,17846.78,2.0,32.0,1,3.0,21.0,4.0,467568.7,30000.0,4.68,1,0,1,0.3
1.0,200000.0,200000.0,5.0,60.0,0,1.0,59.0,10.0,292327.51,200000.0,1.46,1,0,1,1.0
1.0,300000.0,94732.04,8.0,39.0,0,0.0,10.0,3.0,373960.25,350000.0,1.25,0,1,1,1.1666666666666667
1.0,150000.0,127270.62,22.0,39.0,1,5.0,16.0,8.0,369927.82,170000.0,2.47,1,0,1,1.1333333333333333
1.0,150000.0,133031.4,3.0,46.0,0,2.0,20.0,5.0,386766.25,300000.0,2.58,1,0,1,2.0
1.0,200000.0,200000.0,10.0,53.0,0,2.0,18.0,12.0,236378.18,70325.0,1.18,1,0,0,0.351625
1.0,100000.0,55844.92,6.0,31.0,0,2.0,12.0,8.0,302110.39,140000.0,3.02,0,1,1,1.4
1.0,180000.0,41045.93,6.0,59.0,0,3.0,33.0,22.0,356693.14,150000.0,1.98,1,0,1,0.8333333333333334
1.0,200000.0,200000.0,6.0,39.0,0,2.0,32.0,3.0,1022346.76,99300.0,5.11,1,0,1,0.4965
0.0,50000.0,22791.32,1.0,30.0,0,0.0,3.0,2.0,238816.93,146691.0,4.78,1,0,0,2.93382
0.0,60000.0,43860.74,3.0,44.0,0,5.0,43.0,8.0,372098.2,70325.0,6.2,0,1,0,1.1720833333333334
0.0,150000.0,123269.15,2.0,32.0,0,5.0,15.0,6.0,568898.95,692000.0,3.79,1,0,0,4.613333333333333
1.0,250000.0,78943.33,8.0,31.0,1,2.0,30.0,9.0,291906.32,250000.0,1.17,0,1,1,1.0
1.0,70000.0,34054.78,2.0,43.0,0,3.0,11.0,6.0,207857.52,53450.67,2.97,1,0,0,0.763581
0.0,120000.0,74889.67,6.0,40.0,0,1.0,12.0,11.0,307126.17,300000.0,2.56,1,0,1,2.5
1.0,170000.0,53681.4,7.0,36.0,0,2.0,16.0,9.0,260764.2,101100.0,1.53,0,1,1,0.5947058823529412
0.0,80000.0,19793.87,1.0,41.0,1,1.0,19.0,5.0,145457.69,324000.0,1.82,0,1,1,4.05
0.0,29950.58,28204.7,4.0,38.0,0,2.0,18.0,18.0,79540.37,70325.0,2.66,0,1,0,2.348034662433916
